candidate_note_3,candidate_note_4,candidate_only_warning,change_categories,change_id,change_type,cycle3_criterion,cycle3_title,cycle4_criterion,cycle4_title,field_name_4,item_path_4,manual_review_required,section_label,section_type,similarity,source_id_3,source_id_4,source_text_3,source_text_4,verification_status,global_match_status,global_candidate_count,review_reason,human_review_status,official_confirmation_needed
"변경됨(4주기 2.3 item4): 전공 비교과 기술 방식 변경, '전공능력 실현을 위해 대학 차원에서 제공하는 교육적 경험' 표현으로 재정의",,Unmatched 3-cycle item requires human deletion/move review.,범위확장;증빙,chg_00542,삭제/이동후보,2.3,전공교육과정,2.3,전공교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_3__notes__item:4,,"전공 교육과정의 비교과과정(예: 답사, 현장 견학, 공인영어성적, 봉사활동, 졸업논문, 졸업과제 등)은 대학의 각 학과별로 해당사항이 있는 경우에만 기술하고, 없을 경우에는 기술하지 않아도 됨(전공교육은 교과과정만으로도 이루어질 수 있도록 하고, 비교과과정은 특별히 필요한 경우에만 규정 또는 제공하는 것을 권장함). 단, 학점을 부여하지 않고 학습, 심리상담, 진로, 취·창업 등을 지원하는 프로그램은 비교과교육이지만, 교육과정에는 포함되지 않으므로 이후의 해당 준거에서 기술하도록 함. 참고로 학습지원프로그램은 2.6(교수-학습 지원), 심리상담 및 진로 지원 프로그램은 4.2(학생 심리 및 진로 상담), 취·창업 지원 프로그램은 5.4(취·창업지원 성과)에서 가각 기술함",,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
삭제됨: 4주기 2.3에 해당 항목 없음,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00543,삭제후보,2.3,전공교육과정,2.3,전공교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_3__notes__item:5,,"대학요람은 인쇄물이 아닌 파일(HWP, PDF 형식)로 제출해야 하고, 대학요람을 별도 제작, 발간하지 않더라도 기존 요람에 준하는 내용을 제출해야 함",,needs_review,possible_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,실적기간,chg_00544,신설후보,,,2.4,학사관리,items,item:1,true,유의사항 및 관련 정책,notes,,,c4__2_4__notes__item:1,,"학사관리 개선 실적은 사회적 환경 변화, 학생 요구, 학사구조 개편 등에 따라 학사관리를 개선한 내용으로 최근 3년간 개선된 내용이 있는 경우에만 기술함",needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
변경됨(4주기 2.4 item2): '수강 신청에 대한' → '수강 신청'으로 간략화,,Change type is heuristic unless verification_status is confirmed.,,chg_00545,변경,2.4,학사관리,2.4,학사관리,items,item:2,false,유의사항 및 관련 정책,notes,0.966,c3__2_4__notes__item:1,c4__2_4__notes__item:2,수강 신청에 대한 지도 체계란 수강 교과목에 대한 조언과 지도가 이루어질 수 있도록 대학이 구축한 체계를 의미함,수강 신청 지도 체계란 수강 교과목에 대한 조언과 지도가 이루어질 수 있도록 대학이 구축한 체계를 의미함,candidate,not_applicable,0,candidate_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,,chg_00546,신설후보,,,2.4,학사관리,items,item:3,true,유의사항 및 관련 정책,notes,,,c4__2_4__notes__item:3,,분반 기준과 폐강 기준은 학생들의 선택권을 고려한 교육과정 운영과 내실있는 수업 운영이 가능할 수 있도록 적정 수준 여부를 갖추고 있는지를 확인함,needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00547,신설후보,,,2.4,학사관리,items,item:4,true,유의사항 및 관련 정책,notes,,,c4__2_4__notes__item:4,,"학사구조개편에 따른 학사관리 조치는 학사구조 개편에 따른 학사관리 운영 현황을 제시하는 것으로 제도 변화에 따른 학사관리의 내실화를 평가하기 위함임. 특히, 새로운 학사단위(학과·학부·전공 등)의 신설, 무전공·무학과 등의 운영 등 해당 사항이 있는 경우에만 기술함",needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00548,신설후보,,,2.4,학사관리,items,item:5,true,유의사항 및 관련 정책,notes,,,c4__2_4__notes__item:5,,"학습 부진 학생은 학사경고자를 포함하여 대학이 자체적으로 정한 기준에 의하며, 학습 부진 학생 지원 체계는 학습 부진 학생의 예방책(예: 장기결석자에 대한 조치 등) 및 조치(예: 점프장학금)를 위하여 학습 부진 학생 분석 후 유형별로 적절한 조치를 실시하는 등의 단계적인 체계를 갖추고 지도하고 있는지를 확인함",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status,pending,true
변경됨(4주기 2.4 item6): '학습평가(성적)' → '학습평가(성적평가)'로 표현 정리,,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00549,유지,2.4,학사관리,2.4,학사관리,items,item:6,true,유의사항 및 관련 정책,notes,0.986,c3__2_4__notes__item:2,c4__2_4__notes__item:6,"학습평가(성적)를 위한 지원 실적에는 교원에 대한 연수나 프로그램 운영을 포함하여 평가 준비, 실시, 결과 처리가 효과적으로 이루어질 수 있도록 제공한 행·재정적 지원을 의미함","학습평가(성적평가)를 위한 지원 실적에는 교원에 대한 연수나 프로그램 운영을 포함하여 평가 준비, 실시, 결과 처리가 효과적으로 이루어질 수 있도록 제공한 행·재정적 지원을 의미함",needs_review,not_applicable,0,needs_review_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00550,신설후보,,,2.4,학사관리,items,item:7,true,유의사항 및 관련 정책,notes,,,c4__2_4__notes__item:7,,학생의 학습권 보장을 위해 국가 의무 사항의 준수(예: 예비군·민방위 훈련의 유고결석 처리 등) 등을 반영한 학사관리가 필요함,needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status,pending,true
변경됨(4주기 2.4 item5): '학습 부진 학생 지원 체계'에 대한 단계적 구성 요건 상세 기술 추가,,Unmatched 3-cycle item requires human deletion/move review.,범위확장,chg_00551,삭제/이동후보,2.4,학사관리,2.4,학사관리,,,true,유의사항 및 관련 정책,notes,,c3__2_4__notes__item:3,,학습 부진 학생은 학사경고자를 포함하여 대학이 자체적으로 정한 기준에 의함,,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,산식/기준산정;증빙,chg_00552,신설후보,,,2.5,수업,items,item:1,true,유의사항 및 관련 정책,notes,,,c4__2_5__notes__item:1,,"전임교원이 담당하는 교과목 비율과 평균 강의시수의 적절성은 대학의 「교원인사규정」 등 관련 규정에 명시된 전임교원 유형별로 구분하여 확인하며, 전임교원의 평균 강의시수는 전공 및 교양 과목 실제 강의시수(학부+대학원)의 평균이며, 책임시수 및 평균 강의시수가 수업의 질 관리 차원에서 적정 수준을 유지하고 있는지를 반영하여 평가함",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
변경됨(4주기 2.5 item2): '정보체제' → '정보체계' 표현 정리. 수업계획서 세부 항목 '연구' → '작성'으로 변경,,Change type is heuristic unless verification_status is confirmed.,,chg_00553,유지,2.5,수업,2.5,수업,items,item:2,true,유의사항 및 관련 정책,notes,0.982,c3__2_5__notes__item:2,c4__2_5__notes__item:2,"수업 지원 정보체제는 학습관리체계(Learning Management System)와 같이 개별 수업의 운영을 지원하기 위한 목적으로 구축된 전산시스템을 의미하며, 이 체계의 구축 내용과 활용 실적을 중심으로 기술함. 수업(강의)계획서 질 관리는 수업(강의)계획서의 세부 항목에 대한 연구, 학습관리체계에 게시 현황, 수업에서의 활용 관리 및 지원, 수업계획서의 지속적 개선 지원 등을 중심으로 기술함","수업 지원 정보체계는 학습관리체계(Learning Management System)와 같이 개별 수업의 운영을 지원하기 위한 목적으로 구축된 전산시스템을 의미하며, 이 체계의 구축 내용과 활용 실적을 중심으로 기술함. 수업(강의)계획서 질 관리는 수업(강의)계획서의 세부 항목에 대한 작성, 학습관리체계에 게시 현황, 수업에서의 활용 관리 및 지원, 수업계획서의 지속적 개선 지원 등을 중심으로 기술함",needs_review,not_applicable,0,needs_review_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00554,신설후보,,,2.5,수업,items,item:3,true,유의사항 및 관련 정책,notes,,,c4__2_5__notes__item:3,,"원격수업 지원 및 질 관리 체계는 대학의 특성을 고려하여 규정 및 절차에 따라 운영하고, 원격수업을 위한 인적·물적 지원과 원격수업의 질 관리를 위한 평가체제를 적정하게 운영하고 있는지를 확인하여 평가함",needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00555,유지,2.5,수업,2.5,수업,items,item:4,false,유의사항 및 관련 정책,notes,1.000,c3__2_5__notes__item:3,c4__2_5__notes__item:4,"수업에 대한 평가방법은 기존의 수업에 대한 학생의 만족도 조사(강의평가)외에 포트폴리오 평가, 전문가 또는 동료평가 등과 같은 방법들을 포함하여 수업에 대하여 타당한 평가가 이루어지도록 취한 모든 조치를 의미함","수업에 대한 평가방법은 기존의 수업에 대한 학생의 만족도 조사(강의평가)외에 포트폴리오 평가, 전문가 또는 동료평가 등과 같은 방법들을 포함하여 수업에 대하여 타당한 평가가 이루어지도록 취한 모든 조치를 의미함",confirmed,not_applicable,0,no_manual_review_trigger,not_required,false
"변경됨(4주기 2.5 item1): 전임교원 유형별 구분 확인, 책임시수 적정 수준 관리 내용 추가",,Unmatched 3-cycle item requires human deletion/move review.,산식/기준산정,chg_00556,삭제/이동후보,2.5,수업,2.5,수업,,,true,유의사항 및 관련 정책,notes,,c3__2_5__notes__item:1,,전임교원의 평균 강의시수는 전임교원의 전공 및 교양 과목 실제 강의 시수(학부+대학원) 평균임,,needs_review,weak_candidate,2,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00557,신설후보,2.6,교수-학습 지원,2.6,교수-학습 지원,items,item:1,true,유의사항 및 관련 정책,notes,0.525,c3__2_6__notes__item:4,c4__2_6__notes__item:1,교수-학습 개선 노력 실적은 교수-학습지원센터에서 주관하여 학교 전체 교수·학생을 대상으로 하고 있는 경우에만 인정함,대학의 교수-학습 지원은 전체 교수 및 학생을 대상으로 실시하는 것을 의미함,needs_review,weak_candidate,2,low_similarity_match;needs_review_status,pending,true
"변경됨(4주기 2.6 item2): '교육매체 개발' 기능 추가, '단과대학·학부·학과 소속 전담 조직 제외' 명시",,Change type is heuristic unless verification_status is confirmed.,범위축소,chg_00558,신설후보,2.6,교수-학습 지원,2.6,교수-학습 지원,items,item:2,true,유의사항 및 관련 정책,notes,0.678,c3__2_6__notes__item:2,c4__2_6__notes__item:2,"교수-학습지원센터는 교수-학습 개선을 위한 전담 조직을 의미하며, 적정 규모의 전임 연구·개발 인력을 안정적으로 확보하여 이들이 업무의 연속성을 갖도록 하고, 해당 인력의 전문성 개발을 위해 노력하고 있어야 함","교수-학습지원센터는 대학 전체의 교수-학습 지원 및 교육매체 개발을 담당하는 전담조직(예: Center for Teaching and Learning: CTL)을 의미하며, 전담조직 내에 적정 규모의 전임 연구·개발 인력을 안정적으로 확보하여 이들이 업무의 연속성을 갖도록 하고, 해당 인력의 전문성 개발을 위해 노력하고 있어야 함. 단, 단과대학, 학부 또는 학과 소속 전담 조직은 제외함",needs_review,possible_candidate,1,low_similarity_match;needs_review_status,pending,true
변경됨(4주기 2.6 item3): 교수-학습지원센터 전임 연구·개발 인력으로 임용된 보직자의 강의 담당 시 전임 인력 인정 조건 신규 추가,,Change type is heuristic unless verification_status is confirmed.,기준값/정량;범위축소,chg_00559,신설후보,2.6,교수-학습 지원,2.6,교수-학습 지원,items,item:3,true,유의사항 및 관련 정책,notes,0.689,c3__2_6__notes__item:3,c4__2_6__notes__item:3,"교수-학습지원센터 전임 연구·개발 인력은 교육학 및 관련 분야 석사 이상의 학위 소지자를 원칙으로 하며, 전담 조직의 보직자와 행정직원을 제외하고 수업의 질 향상을 위한 연구 및 프로그램 개발·운영 등을 전담하는 인력으로서 겸직, 겸임은 인정하지 않음. 단, 위 사항에 해당하지 않더라도 연구·개발 업무 담당 기간이 최소 3년 이상이면 전문성을 갖추었다고 판단하여 정성평가함","교수-학습지원센터 전임 연구·개발 인력은 교육학 및 관련분야 석사 이상의 학위 소지자를 원칙으로 하며, 전담 조직의 보직자와 행정직원을 제외하고 수업의 질 향상을 위한 연구 및 프로그램 개발·운영 등을 전담하는 인력으로서 겸직, 겸임은 인정하지 않음. 단, 교육매체지원의 담당자는 위 사항에 해당하지 않더라도 연구·개발 업무 담당 기간이 최소 3년 이상이면 전문성이 있다고 판단하여 종합적으로 평가함 ※전담 조직의 보직자는 전임 연구·개발 인력으로 인정하지 않으나, 교수-학습지원센터 전임 연구·개발 인력으로 임용되어 소속이 해당센터로 되어있고(겸직, 겸임 등 제외), 학기당 3학점을 초과하지 않는 강의를 담당하는 경우에 한하여 전임 연구·개발 인력으로 인정 가능함",needs_review,possible_candidate,1,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true
